BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/3/2017,AP,E0472799,HODSON NATHAN,12/21/2016,12/21/2016,FOOD & BEVERAGE,1057.13,2016,HODSON NATHAN
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/12/2017,AP,E0477217,ARAMARK REFRESHMENT SERVICES,12/12/2016,12/12/2016,FOOD & BEVERAGE,1643.5,2016,ARAMARK REFRESHMENT SERVICES
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-200 BBQ,11/29/2016,12/28/2016,FOOD & BEVERAGE,851.5,2016,CITI PCARD-200 BBQ
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-CARMINE'S,11/29/2016,12/28/2016,FOOD & BEVERAGE,496.95,2016,CITI PCARD-CARMINE'S
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-CHICK-FIL-A,11/29/2016,12/28/2016,FOOD & BEVERAGE,2594.25,2016,CITI PCARD-CHICK-FIL-A
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-CORNER BAKERY,11/29/2016,12/28/2016,FOOD & BEVERAGE,2014.95,2016,CITI PCARD-CORNER BAKERY
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-FIREHOOK BAKERY,11/29/2016,12/28/2016,FOOD & BEVERAGE,549.12,2016,CITI PCARD-FIREHOOK BAKERY
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-I L C MADISON CAFE,11/29/2016,12/28/2016,FOOD & BEVERAGE,642.6,2016,CITI PCARD-I L C MADISON CAFE
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-LE BON CAFE - SPLENDID,11/29/2016,12/28/2016,FOOD & BEVERAGE,403,2016,CITI PCARD-LE BON CAFE - SPLENDID
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-SQU SQ  ZORBA'S CAFE,11/29/2016,12/28/2016,FOOD & BEVERAGE,389,2016,CITI PCARD-SQU SQ  ZORBA'S CAFE
,REPUBLICAN CONFERENCE,2017Q1,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-WE THE PIZZA,12/29/2016,1/2/2017,FOOD & BEVERAGE,2864.72,2017,CITI PCARD-WE THE PIZZA
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/23/2017,1/23/2017,FOOD & BEVERAGE,119.06,2017,BOISE CASCADE COMPANY
,CHIEF ADMIN OFCR OF THE HOUSE,2017Q1,ADMIN AND OPS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0492026,COYNE III THOMAS E.,2/23/2017,2/23/2017,FOOD & BEVERAGE,324.74,2017,COYNE III THOMAS E.
,CLERK OF THE HOUSE,2017Q1,RECEPTIONS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478429,BRONSON KAREN A.,12/5/2016,12/5/2016,FOOD & BEVERAGE,150.31,2016,BRONSON KAREN A.
,CLERK OF THE HOUSE,2017Q1,RECEPTIONS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-CAPITOL HOST,1/29/2017,2/28/2017,FOOD & BEVERAGE,1011.89,2017,CITI PCARD-CAPITOL HOST
,CLERK OF THE HOUSE,2017Q1,FAMILY ROOM,SUPPLIES AND MATERIALS,2/14/2017,AP,E0487315,CAPITOL  HOST,1/3/2017,1/3/2017,FOOD & BEVERAGE,4158.58,2017,CAPITOL  HOST
,CLERK OF THE HOUSE,2017Q1,FAMILY ROOM,SUPPLIES AND MATERIALS,3/17/2017,AP,E0496998,CAPITOL  HOST,2/15/2017,2/15/2017,FOOD & BEVERAGE,217.5,2017,CAPITOL  HOST
,CLERK OF THE HOUSE,2017Q1,FAMILY ROOM,SUPPLIES AND MATERIALS,3/20/2017,AP,E0497001,CAPITOL  HOST,2/28/2017,2/28/2017,FOOD & BEVERAGE,4171.61,2017,CAPITOL  HOST
,CLERK OF THE HOUSE,2017Q1,FAMILY ROOM,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-WB MASON,1/29/2017,2/28/2017,FOOD & BEVERAGE,245.38,2017,CITI PCARD-WB MASON
,SERGEANT AT ARMS,2017Q1,RECEPTIONS,SUPPLIES AND MATERIALS,1/27/2017,AP,898509,IRVING PAUL,1/10/2017,1/10/2017,FOOD & BEVERAGE,156.44,2017,IRVING PAUL
,OFFICE OF THE PARLIAMENTARIAN,2017Q1,SALARIES  OFFICERS & EMPLOYEES,SUPPLIES AND MATERIALS,3/21/2017,AP,E0497978,CAPITOL  HOST,2/15/2017,2/15/2017,FOOD & BEVERAGE,559.2,2017,CAPITOL  HOST
,NEW MEMBER ORIENTATION,2017Q1,NEW MEMBERS ORIENTATION,SUPPLIES AND MATERIALS,1/11/2017,AP,E0474248,OCCASIONS CATERERS INC,11/15/2016,11/15/2016,FOOD & BEVERAGE,19135,2016,OCCASIONS CATERERS INC
,NEW MEMBER ORIENTATION,2017Q1,NEW MEMBERS ORIENTATION,SUPPLIES AND MATERIALS,2/14/2017,AP,E0486132,DESIGN CUISINE,11/15/2016,11/15/2016,FOOD & BEVERAGE,13038.7,2016,DESIGN CUISINE
A000374,HON. RALPH ABRAHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/23/2017,1/23/2017,FOOD & BEVERAGE,183.99,2017,BOISE CASCADE COMPANY
A000374,HON. RALPH ABRAHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/6/2017,2/6/2017,FOOD & BEVERAGE,105.97,2017,BOISE CASCADE COMPANY
A000374,HON. RALPH ABRAHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/2/2017,3/2/2017,FOOD & BEVERAGE,102.76,2017,BOISE CASCADE COMPANY
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,E0483598,BIG MANS PERSONAL CHEF SERVICES,1/26/2017,1/26/2017,FOOD & BEVERAGE,520,2017,BIG MANS PERSONAL CHEF SERVICES
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-PUBLIX,1/3/2017,1/28/2017,FOOD & BEVERAGE,104.47,2017,CITI PCARD-PUBLIX
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/3/2017,AP,E0487360,STEWART KATHERINE,1/3/2017,1/19/2017,FOOD & BEVERAGE,131.63,2017,STEWART KATHERINE
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-BOJANGLES,11/29/2016,12/28/2016,FOOD & BEVERAGE,224.39,2016,CITI PCARD-BOJANGLES
A000370,HON. ALMA S. ADAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-HARRISTEETER,11/29/2016,12/28/2016,FOOD & BEVERAGE,107.86,2016,CITI PCARD-HARRISTEETER
A000055,HON. ROBERT B. ADERHOLT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/3/2017,AP,E0490193,RELL BRIAN E.,12/31/2016,12/31/2016,FOOD & BEVERAGE,133.62,2016,RELL BRIAN E.
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/13/2017,2/13/2017,FOOD & BEVERAGE,258.83,2017,BOISE CASCADE COMPANY
A000372,HON. RICK W. ALLEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/24/2017,AP,E0478701,MORGAN DIANE T.,12/19/2016,12/19/2016,FOOD & BEVERAGE,113.78,2016,MORGAN DIANE T.
A000367,HON. JUSTIN A. AMASH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-GRAND RAPIDS URBAN LEA,1/3/2017,1/28/2017,FOOD & BEVERAGE,300,2017,CITI PCARD-GRAND RAPIDS URBAN LEA
A000367,HON. JUSTIN A. AMASH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-PEPPINOS GRILL PIZZERI,11/29/2016,12/28/2016,FOOD & BEVERAGE,132.81,2016,CITI PCARD-PEPPINOS GRILL PIZZERI
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0493814,KIMMIE CANDY COMPANY,2/6/2017,2/6/2017,FOOD & BEVERAGE,159.51,2017,KIMMIE CANDY COMPANY
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/14/2016,12/14/2016,FOOD & BEVERAGE,161.25,2016,BOISE CASCADE COMPANY
A000369,HON. MARK E. AMODEI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-COSTCO.COM   ONLINE,11/29/2016,12/28/2016,FOOD & BEVERAGE,416.37,2016,CITI PCARD-COSTCO.COM   ONLINE
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/15/2017,AP,E0485519,HARDAWAY DAVID J.,1/10/2017,1/10/2017,FOOD & BEVERAGE,120,2017,HARDAWAY DAVID J.
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/15/2017,AP,E0485519,HARDAWAY DAVID J.,1/16/2017,1/16/2017,FOOD & BEVERAGE,127.52,2017,HARDAWAY DAVID J.
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/17/2017,AP,E0496831,WHISTLER MARY C.,3/7/2017,3/7/2017,FOOD & BEVERAGE,128.88,2017,WHISTLER MARY C.
A000375,HON. JODEY C. ARRINGTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/24/2017,AP,E0498535,HEINRICH LAUREN R.,2/20/2017,2/24/2017,FOOD & BEVERAGE,430.02,2017,HEINRICH LAUREN R.
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/10/2017,AP,E0494486,CROSBY-HUFFMAN CHAMBER OF COMMERCE,2/27/2017,2/27/2017,FOOD & BEVERAGE,120,2017,CROSBY-HUFFMAN CHAMBER OF COMMERCE
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0501009,BROWN SARAH E.,2/9/2017,2/9/2017,FOOD & BEVERAGE,125,2017,BROWN SARAH E.
B001291,HON. BRIAN BABIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/24/2017,AP,E0480131,WATERMAN KELLY W.,12/5/2016,12/15/2016,FOOD & BEVERAGE,100.82,2016,WATERMAN KELLY W.
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,E0483508,NIETHOLD ANDREA M.,1/19/2017,1/23/2017,FOOD & BEVERAGE,285.1,2017,NIETHOLD ANDREA M.
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,E0483508,NIETHOLD ANDREA M.,1/26/2017,1/26/2017,FOOD & BEVERAGE,109.18,2017,NIETHOLD ANDREA M.
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0486893,OFFICE DEPOT INC,2/2/2017,2/2/2017,FOOD & BEVERAGE,103.46,2017,OFFICE DEPOT INC
B001269,HON. LOU BARLETTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/17/2017,AP,E0496938,IMPACTOFFICE,3/3/2017,3/3/2017,FOOD & BEVERAGE,155.4,2017,IMPACTOFFICE
B000213,HON. JOE BARTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/5/2017,AP,E0470980,ARAMARK BUSINESS SERVICES,12/10/2016,12/10/2016,FOOD & BEVERAGE,2038.08,2016,ARAMARK BUSINESS SERVICES
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-MEXICANO,1/3/2017,1/28/2017,FOOD & BEVERAGE,270.73,2017,CITI PCARD-MEXICANO
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-PANERA BREAD,1/3/2017,1/28/2017,FOOD & BEVERAGE,336.43,2017,CITI PCARD-PANERA BREAD
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-ROSCOES HOUSE OF CHICK,1/3/2017,1/28/2017,FOOD & BEVERAGE,435.56,2017,CITI PCARD-ROSCOES HOUSE OF CHICK
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/21/2017,AP,E0486130,CITIBANK GOV CARD SERVICE,12/29/2016,1/28/2017,FOOD & BEVERAGE,1116.26,2017,CITIBANK GOV CARD SERVICE
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/3/2017,AP,E0492275,HAMILTON JACQUELINE C.,1/16/2017,1/16/2017,FOOD & BEVERAGE,201.59,2017,HAMILTON JACQUELINE C.
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/16/2017,AP,E0496738,CAPITOL  HOST,2/27/2017,2/27/2017,FOOD & BEVERAGE,1742.63,2017,CAPITOL  HOST
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-SMARTNFINAL,1/29/2017,2/28/2017,FOOD & BEVERAGE,203.79,2017,CITI PCARD-SMARTNFINAL
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-SQU SQ  INSURE THE UNI,1/29/2017,2/28/2017,FOOD & BEVERAGE,325,2017,CITI PCARD-SQU SQ  INSURE THE UNI
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/24/2017,AP,E0496725,CITIBANK GOV CARD SERVICE,1/29/2017,2/28/2017,FOOD & BEVERAGE,2580.03,2017,CITIBANK GOV CARD SERVICE
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/27/2017,AP,E0497615,CITIBANK GOV CARD SERVICE,12/29/2016,1/28/2017,FOOD & BEVERAGE,504.39,2017,CITIBANK GOV CARD SERVICE
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/5/2017,AP,E0473623,DOUBLETREE LOS ANGELES WESTSIDE,12/18/2016,12/18/2016,FOOD & BEVERAGE,11957.63,2016,DOUBLETREE LOS ANGELES WESTSIDE
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-ROSCOES HOUSE OF CHICK,11/29/2016,12/28/2016,FOOD & BEVERAGE,123.44,2016,CITI PCARD-ROSCOES HOUSE OF CHICK
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-SMARTNFINAL,11/29/2016,12/28/2016,FOOD & BEVERAGE,354.47,2016,CITI PCARD-SMARTNFINAL
B001270,HON. KAREN BASS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/2/2017,AP,E0483691,CITIBANK GOV CARD SERVICE,12/28/2016,12/28/2016,FOOD & BEVERAGE,482.96,2016,CITIBANK GOV CARD SERVICE
B001281,HON. JOYCE BEATTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-SQ  SQ  JUST FOR THE O,11/29/2016,12/28/2016,FOOD & BEVERAGE,9164.18,2016,CITI PCARD-SQ  SQ  JUST FOR THE O
B001287,HON. AMI BERA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/28/2017,AP,E0491331,CECCATO MATTHEW H.,1/5/2017,1/27/2017,FOOD & BEVERAGE,165,2017,CECCATO MATTHEW H.
B001292,HON. DONALD S. BEYER  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/30/2017,AP,E0483285,CAPITOL  HOST,1/17/2017,1/17/2017,FOOD & BEVERAGE,1489,2017,CAPITOL  HOST
B001292,HON. DONALD S. BEYER  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0473814,O'HANLON ANN W.,12/16/2016,12/16/2016,FOOD & BEVERAGE,175,2016,O'HANLON ANN W.
B001292,HON. DONALD S. BEYER  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-DD/BR,11/29/2016,12/28/2016,FOOD & BEVERAGE,153.92,2016,CITI PCARD-DD/BR
B001293,HON. MIKE BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-STAPLES,1/29/2017,2/28/2017,FOOD & BEVERAGE,225.34,2017,CITI PCARD-STAPLES
B001293,HON. MIKE BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-KEURIG GREEN MOUNTAIN,11/29/2016,12/28/2016,FOOD & BEVERAGE,137.42,2016,CITI PCARD-KEURIG GREEN MOUNTAIN
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/1/2017,AP,E0489901,JOHNSON JULIAN,2/3/2017,2/3/2017,FOOD & BEVERAGE,206.54,2017,JOHNSON JULIAN
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-DCE CATERING,1/29/2017,2/28/2017,FOOD & BEVERAGE,1730.46,2017,CITI PCARD-DCE CATERING
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,901045,ROSALES ADILENE,12/8/2016,12/9/2016,FOOD & BEVERAGE,165.29,2016,ROSALES ADILENE
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0489875,GREEN ISLAND COUNTRY CLUB,12/20/2016,12/20/2016,FOOD & BEVERAGE,4976.29,2016,GREEN ISLAND COUNTRY CLUB
B001273,HON. DIANE BLACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/10/2017,AP,E0474857,BUCK EMILY A.,12/6/2016,12/21/2016,FOOD & BEVERAGE,113,2016,BUCK EMILY A.
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0498232,BUCKHEAD COFFEE HOUSE,2/24/2017,2/24/2017,FOOD & BEVERAGE,225,2017,BUCKHEAD COFFEE HOUSE
B001294,HON. ROD BLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-SENATECATERING,1/3/2017,1/28/2017,FOOD & BEVERAGE,413.38,2017,CITI PCARD-SENATECATERING
B001294,HON. ROD BLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,901777,KEEFER MICHAEL J.,8/22/2016,8/22/2016,FOOD & BEVERAGE,102.94,2016,KEEFER MICHAEL J.
B000574,HON. EARL BLUMENAUER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/4/2017,AP,896316,IL CREATIONS OF MARYLAND INC,12/8/2016,12/8/2016,FOOD & BEVERAGE,199.8,2016,IL CREATIONS OF MARYLAND INC
B001245,HON. MADELEINE Z. BORDALLO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-CLYDE'S OF GEORGETOWN,1/3/2017,1/28/2017,FOOD & BEVERAGE,144.26,2017,CITI PCARD-CLYDE'S OF GEORGETOWN
B001245,HON. MADELEINE Z. BORDALLO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-COST U LESS TAMUNING,1/3/2017,1/28/2017,FOOD & BEVERAGE,160.01,2017,CITI PCARD-COST U LESS TAMUNING
B001245,HON. MADELEINE Z. BORDALLO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-ISSIN JAPANESE RESTAUR,1/3/2017,1/28/2017,FOOD & BEVERAGE,147,2017,CITI PCARD-ISSIN JAPANESE RESTAUR
B001245,HON. MADELEINE Z. BORDALLO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-JAMAICAN GRILL,1/3/2017,1/28/2017,FOOD & BEVERAGE,105.9,2017,CITI PCARD-JAMAICAN GRILL
B001245,HON. MADELEINE Z. BORDALLO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-RESTAURANT PROA HAGATN,1/3/2017,1/28/2017,FOOD & BEVERAGE,121.82,2017,CITI PCARD-RESTAURANT PROA HAGATN
B001245,HON. MADELEINE Z. BORDALLO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0494291,FIRST CHOICE COFFEE SERVICES,2/16/2017,2/16/2017,FOOD & BEVERAGE,120,2017,FIRST CHOICE COFFEE SERVICES
B001245,HON. MADELEINE Z. BORDALLO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-COST U LESS TAMUNING,1/29/2017,2/28/2017,FOOD & BEVERAGE,112.82,2017,CITI PCARD-COST U LESS TAMUNING
B001245,HON. MADELEINE Z. BORDALLO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-JAMAICAN GRILL,1/29/2017,2/28/2017,FOOD & BEVERAGE,108.9,2017,CITI PCARD-JAMAICAN GRILL
B001245,HON. MADELEINE Z. BORDALLO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0500580,HERRMANN MATTHEW,2/20/2017,2/27/2017,FOOD & BEVERAGE,174.41,2017,HERRMANN MATTHEW
B001245,HON. MADELEINE Z. BORDALLO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-CAPITOLHOST,11/29/2016,12/28/2016,FOOD & BEVERAGE,202.95,2016,CITI PCARD-CAPITOLHOST
B001295,HON. MIKE BOST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/4/2017,AP,E0481342,MCCULLOUGH J M.,1/17/2017,1/17/2017,FOOD & BEVERAGE,149,2017,MCCULLOUGH J M.
B001296,HON. BRENDAN F. BOYLE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-ACME,11/29/2016,12/28/2016,FOOD & BEVERAGE,126.49,2016,CITI PCARD-ACME
B001296,HON. BRENDAN F. BOYLE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-COSI INC.,11/29/2016,12/28/2016,FOOD & BEVERAGE,136.49,2016,CITI PCARD-COSI INC.
B000755,HON. KEVIN BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/19/2017,1/19/2017,FOOD & BEVERAGE,177.75,2017,BOISE CASCADE COMPANY
B000755,HON. KEVIN BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,E0489059,STEPHENS PHILLIP T.,1/3/2017,1/25/2017,FOOD & BEVERAGE,250.08,2017,STEPHENS PHILLIP T.
B000755,HON. KEVIN BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/27/2017,2/27/2017,FOOD & BEVERAGE,135.71,2017,BOISE CASCADE COMPANY
B000755,HON. KEVIN BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/11/2017,AP,E0476125,SWARERS VITA,11/1/2016,11/28/2016,FOOD & BEVERAGE,227.33,2016,SWARERS VITA
